food_id,platform,restaurant_name,restaurant_id,food_item,category,food_price,delivery_fee,packaging_fee,tax_amount,final_price,delivery_time_min,restaurant_rating,review_count,available_coupon,coupon_discount,cashback,free_delivery,demand_level,time_slot,day_of_week,festival_indicator,timestamp
FOOD005795,Zomato,Irani Chai Adda,RES0041,Fresh Lime Soda,Beverages,85.64,25.69,27.08,8.91,147.32,20,3.9,5398,0,0.0,0.0,No,Low,Breakfast,Tuesday,0,2026-03-17 09:48:42
FOOD005796,Swiggy,Freshmenu Salads,RES0051,Quinoa Bowl,Salads,200.96,26.48,19.38,14.81,261.63,41,4.6,5893,0,0.0,0.0,No,Medium,Lunch,Friday,0,2026-04-10 13:12:17
FOOD005797,Swiggy,Pista House,RES0006,Chicken Dum Biryani,Biryani,289.7,25.8,19.55,19.13,354.18,30,4.0,9852,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-06-08 22:21:54
FOOD005798,Swiggy,Minerva Coffee Shop,RES0024,Uttapam,South Indian,207.6,19.94,16.46,13.97,257.97,34,4.5,8362,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-25 17:58:13
FOOD005799,Zomato,Cream Stone,RES0036,Osmania Biscuit (250g),Desserts,95.27,0.0,13.81,4.76,113.84,35,4.2,812,0,0.0,0.0,Yes,Medium,Dinner,Tuesday,0,2026-07-07 19:35:54
FOOD005800,Zomato,Irani Chai Adda,RES0041,Iced Tea,Beverages,219.64,0.0,19.25,10.98,249.87,27,3.7,5445,0,0.0,0.0,Yes,Medium,Dinner,Sunday,0,2026-03-08 20:41:52
FOOD005801,Swiggy,Baskin Robbins,RES0035,Osmania Biscuit (250g),Desserts,86.52,22.42,16.22,8.36,119.49,22,4.3,1445,1,14.03,0.0,No,Medium,Dinner,Tuesday,0,2026-07-07 20:13:25
FOOD005802,Swiggy,Green Bowl,RES0052,Caesar Salad,Salads,162.38,0.0,24.27,8.12,162.38,27,4.1,11349,1,56.17,0.0,Yes,Medium,Dinner,Wednesday,0,2026-06-24 22:46:40
FOOD005803,Swiggy,Irani Chai Adda,RES0041,Masala Chai,Beverages,45.45,0.0,23.65,2.27,59.71,30,4.0,5431,1,11.66,0.0,Yes,Low,Breakfast,Monday,0,2026-03-16 08:00:16
FOOD005804,Swiggy,Freshmenu Salads,RES0051,Fruit Bowl,Salads,105.53,28.57,11.77,10.42,156.29,38,4.5,5855,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-06-20 21:36:23
FOOD005805,Zomato,Pizza Hut,RES0008,Chicken Supreme Pizza,Pizza,345.33,0.0,19.02,17.27,345.33,27,4.2,3697,1,53.99,0.0,Yes,Medium,Dinner,Tuesday,0,2026-02-17 22:49:43
FOOD005806,Swiggy,Burger King,RES0012,Classic Veg Burger,Burger,99.8,0.0,15.45,4.99,104.85,36,3.9,11964,1,15.39,0.0,Yes,Medium,Breakfast,Sunday,0,2026-04-05 07:55:43
FOOD005807,Zomato,Almond House,RES0034,Kaju Katli (250g),Desserts,260.13,17.48,11.81,16.15,305.57,26,4.7,10470,0,0.0,0.0,No,Medium,Breakfast,Saturday,0,2026-03-21 07:08:06
FOOD005808,Swiggy,Pista House,RES0006,Chicken Dum Biryani,Biryani,268.39,32.64,19.98,19.29,298.38,33,4.0,9887,1,41.92,0.0,No,Medium,Dinner,Tuesday,0,2026-05-12 21:26:12
FOOD005809,Swiggy,Green Bowl,RES0052,Quinoa Bowl,Salads,445.22,26.52,17.17,27.03,515.94,26,4.1,11392,0,0.0,0.0,No,Medium,Lunch,Sunday,0,2026-02-08 12:24:08
FOOD005810,Swiggy,Almond House,RES0034,Kaju Katli (250g),Desserts,276.71,37.93,10.88,20.66,346.18,24,4.8,10478,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-04-30 20:02:00
FOOD005811,Swiggy,Chowman,RES0019,Schezwan Rice,Chinese,180.2,42.76,14.62,16.71,217.51,43,3.9,9916,1,36.78,0.0,No,High,Dinner,Saturday,0,2026-05-23 21:32:17
FOOD005812,Swiggy,Oven Story Pizza,RES0010,Margherita Pizza,Pizza,588.46,14.49,26.65,32.03,588.46,22,4.2,5434,1,95.56,0.0,No,Low,Breakfast,Thursday,0,2026-05-28 07:52:21
FOOD005813,Swiggy,Kathi Junction,RES0042,Paneer Roll,Rolls,128.07,0.0,16.45,6.4,150.92,33,4.0,7726,0,0.0,0.0,Yes,Medium,Dinner,Sunday,0,2026-04-26 19:31:48
FOOD005814,Swiggy,Subway,RES0048,Club Sandwich,Sandwich,203.1,36.34,15.53,16.7,271.67,43,4.3,8158,0,0.0,0.0,No,High,Dinner,Sunday,0,2026-05-17 21:42:54
FOOD005815,Zomato,Cafe Bahar,RES0004,Prawn Biryani,Biryani,335.01,24.94,23.03,21.24,404.22,32,3.9,3709,0,0.0,0.0,No,Medium,Dinner,Friday,0,2026-03-27 18:13:06
FOOD005816,Swiggy,Wow China,RES0018,Veg Fried Rice,Chinese,215.36,30.65,21.82,16.28,284.11,34,3.3,6230,0,0.0,0.0,No,Medium,Lunch,Friday,0,2026-06-19 14:01:56
FOOD005817,Swiggy,Wendy's,RES0015,Double Patty Burger,Burger,173.67,24.24,18.48,13.05,196.8,41,4.0,10350,1,32.64,0.0,No,Medium,Dinner,Wednesday,0,2026-03-11 20:02:26
FOOD005818,Zomato,Pista House,RES0006,Egg Biryani,Biryani,167.39,23.32,16.81,12.57,220.09,35,3.9,9900,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-05-23 18:57:30
FOOD005819,Zomato,Chai Point,RES0039,Masala Chai,Beverages,38.53,29.99,20.85,7.32,96.69,29,4.1,6988,0,0.0,0.0,No,Medium,Lunch,Saturday,0,2026-03-21 14:51:52
FOOD005820,Swiggy,Wrap Street,RES0044,Egg Roll,Rolls,104.37,25.14,27.09,9.74,166.34,19,3.8,5344,0,0.0,0.0,No,Low,Breakfast,Monday,0,2026-02-02 09:17:08
FOOD005821,Swiggy,Beijing Bites,RES0021,Hakka Noodles,Chinese,405.76,33.17,26.36,26.26,491.55,50,3.5,4617,0,0.0,0.0,No,High,Dinner,Sunday,0,2026-07-19 20:56:32
FOOD005822,Swiggy,Chutneys,RES0022,Masala Dosa,South Indian,116.82,21.64,19.76,9.74,149.0,22,4.1,3096,1,18.96,0.0,No,Low,Breakfast,Saturday,0,2026-07-04 09:29:09
FOOD005823,Swiggy,Chai Point,RES0039,Fresh Lime Soda,Beverages,126.4,27.52,28.42,11.27,193.61,29,4.1,6997,0,0.0,24.89,No,Medium,Lunch,Wednesday,0,2026-02-25 16:43:26
FOOD005824,Swiggy,Minerva Coffee Shop,RES0024,Idli Sambar,South Indian,85.84,0.0,13.17,4.29,85.84,30,4.5,8376,1,24.65,0.0,Yes,Medium,Lunch,Wednesday,0,2026-04-15 12:13:56
FOOD005825,Swiggy,Momo Point,RES0046,Cheese Corn Momos,Momos,177.66,35.27,13.82,15.23,241.98,39,4.4,1277,0,0.0,0.0,No,Medium,Lunch,Wednesday,0,2026-05-13 16:13:53
FOOD005826,Zomato,Minerva Coffee Shop,RES0024,Idli Sambar,South Indian,99.92,26.12,16.72,9.7,152.46,31,4.4,8399,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-06-24 18:48:22
FOOD005827,Zomato,Rolls Kingdom,RES0043,Mutton Seekh Roll,Rolls,196.11,24.88,14.96,14.28,250.23,31,4.2,6806,0,0.0,0.0,No,Medium,Lunch,Friday,0,2026-07-10 13:33:00
FOOD005828,Zomato,La Pino'z Pizza,RES0009,Farmhouse Pizza,Pizza,325.3,0.0,21.41,16.26,362.97,22,4.2,11838,0,0.0,0.0,Yes,Medium,Breakfast,Wednesday,1,2026-03-25 07:19:12
FOOD005829,Zomato,Shah Ghouse,RES0003,Prawn Biryani,Biryani,548.76,0.0,30.95,27.44,607.15,33,3.8,776,0,0.0,0.0,Yes,Medium,Dinner,Tuesday,0,2026-04-21 04:28:18
FOOD005830,Swiggy,Beijing Bites,RES0021,Veg Fried Rice,Chinese,411.2,30.61,18.76,26.07,486.64,38,3.6,4599,0,0.0,0.0,No,Low,Breakfast,Sunday,0,2026-07-19 09:02:15
FOOD005831,Swiggy,Rolls Kingdom,RES0043,Egg Roll,Rolls,131.31,0.0,19.31,6.57,157.19,24,4.1,6831,0,0.0,0.0,Yes,Low,Breakfast,Thursday,0,2026-06-25 07:29:46
FOOD005832,Swiggy,Paradise Biryani,RES0001,Mutton Biryani,Biryani,334.71,21.8,13.59,20.66,390.76,34,4.2,8256,0,0.0,0.0,No,Medium,Lunch,Thursday,0,2026-04-02 13:32:53
FOOD005833,Swiggy,Chicago Pizza,RES0011,Chicken Supreme Pizza,Pizza,354.33,0.0,23.81,17.72,395.86,34,4.3,6202,0,0.0,0.0,Yes,Medium,Dinner,Tuesday,0,2026-04-07 20:14:35
FOOD005834,Zomato,Baskin Robbins,RES0035,Osmania Biscuit (250g),Desserts,123.64,19.44,21.43,9.68,174.19,36,4.4,1459,0,0.0,0.0,No,Medium,Dinner,Sunday,0,2026-02-15 22:44:28
FOOD005835,Swiggy,Karachi Bakery,RES0032,Osmania Biscuit (250g),Desserts,81.76,23.09,24.54,8.24,137.63,44,4.3,1239,0,0.0,0.0,No,Medium,Dinner,Friday,0,2026-02-13 21:32:58
FOOD005836,Swiggy,Dragon Wok,RES0020,Chicken Manchurian,Chinese,309.93,28.75,13.22,20.67,372.57,56,4.3,7569,0,0.0,0.0,No,High,Lunch,Wednesday,1,2026-03-04 16:33:18
FOOD005837,Swiggy,Salad Days,RES0053,Sprouts Salad,Salads,122.01,30.74,11.86,11.63,144.29,34,3.9,3470,1,31.95,0.0,No,Medium,Dinner,Saturday,0,2026-06-13 20:53:33
FOOD005838,Swiggy,Pizza Hut,RES0008,Chicken Supreme Pizza,Pizza,744.36,35.79,27.15,43.66,770.23,54,4.3,3735,1,80.73,0.0,No,High,Lunch,Saturday,0,2026-03-28 12:21:47
FOOD005839,Swiggy,Starbucks,RES0040,Cappuccino,Beverages,467.07,25.99,26.8,28.03,547.89,41,4.6,11729,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-03-07 20:27:21
FOOD005840,Swiggy,Pista House,RES0006,Egg Biryani,Biryani,423.78,37.49,16.54,27.94,423.78,31,4.1,9850,1,120.38,0.0,No,Medium,Dinner,Thursday,0,2026-04-23 19:57:59
FOOD005841,Swiggy,Chai Point,RES0039,Masala Chai,Beverages,27.0,27.1,22.88,6.23,83.21,38,4.1,6969,0,0.0,28.3,No,Medium,Dinner,Saturday,0,2026-06-27 20:16:13
FOOD005842,Swiggy,Chai Point,RES0039,Cold Coffee,Beverages,119.15,31.92,21.18,11.7,183.95,32,4.0,6986,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-02-16 14:21:41
FOOD005843,Zomato,McDonald's,RES0013,Double Patty Burger,Burger,262.31,20.86,18.84,16.87,318.88,33,3.4,4205,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-07-23 19:45:05
FOOD005844,Zomato,Subway,RES0048,Grilled Veg Sandwich,Sandwich,135.38,25.1,17.69,11.29,189.46,23,4.2,8102,0,0.0,34.48,No,Low,Breakfast,Thursday,0,2026-04-02 06:15:50
FOOD005845,Swiggy,Karachi Bakery,RES0032,Double Ka Meetha,Desserts,131.21,0.0,28.49,6.56,147.31,29,4.4,1190,1,18.95,0.0,Yes,Medium,Dinner,Thursday,0,2026-05-07 19:06:34
FOOD005846,Swiggy,Punjabi Rasoi,RES0027,Tandoori Roti (2 pc),North Indian,51.66,27.86,18.47,7.6,105.59,30,3.9,6508,0,0.0,0.0,No,Low,Breakfast,Saturday,0,2026-02-28 08:21:32
FOOD005847,Zomato,Irani Chai Adda,RES0041,Masala Chai,Beverages,30.56,26.45,20.08,6.29,83.38,39,3.9,5477,0,0.0,0.0,No,High,Lunch,Friday,1,2026-07-17 13:43:39
FOOD005848,Swiggy,Chai Point,RES0039,Cappuccino,Beverages,123.82,29.69,14.72,11.54,144.75,33,4.2,7012,1,35.02,18.83,No,Medium,Dinner,Saturday,0,2026-03-21 19:46:49
FOOD005849,Zomato,Wrap Street,RES0044,Mutton Seekh Roll,Rolls,197.62,16.12,20.28,12.78,206.29,19,3.8,5326,1,40.51,0.0,No,Low,Breakfast,Monday,0,2026-06-01 09:13:31
FOOD005850,Zomato,Sandwich Zone,RES0049,Grilled Veg Sandwich,Sandwich,137.57,27.79,20.38,11.88,197.62,37,3.3,1285,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-02-25 22:45:33
FOOD005851,Zomato,Punjabi Rasoi,RES0027,Veg Thali,North Indian,198.08,28.24,17.17,14.99,258.48,36,3.8,6488,0,0.0,35.31,No,Medium,Dinner,Monday,0,2026-05-25 20:32:48
FOOD005852,Zomato,Bawarchi,RES0002,Veg Biryani,Biryani,232.53,21.6,15.81,15.51,285.45,29,4.2,10806,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-06-29 13:32:08
FOOD005853,Swiggy,La Pino'z Pizza,RES0009,Cheese Burst Pizza,Pizza,230.55,39.42,19.85,18.62,308.44,37,4.1,11862,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-05-28 20:56:27
FOOD005854,Swiggy,Almond House,RES0034,Ice Cream Tub,Desserts,227.84,25.35,25.6,15.96,241.4,32,4.7,10524,1,53.35,0.0,No,Medium,Dinner,Friday,0,2026-06-12 19:55:17
FOOD005855,Zomato,Momo Point,RES0046,Fried Chicken Momos,Momos,357.82,31.39,23.41,23.54,436.16,30,4.5,1326,0,0.0,0.0,No,Medium,Dinner,Tuesday,0,2026-07-28 20:44:27
FOOD005856,Swiggy,Cream Stone,RES0036,Osmania Biscuit (250g),Desserts,311.7,22.68,25.66,19.67,379.71,33,3.9,857,0,0.0,0.0,No,Low,Breakfast,Wednesday,0,2026-02-11 07:31:51
FOOD005857,Zomato,Green Bowl,RES0052,Fruit Bowl,Salads,336.34,35.25,22.43,23.16,417.18,29,3.9,11354,0,0.0,28.49,No,Medium,Lunch,Friday,0,2026-04-03 13:55:21
FOOD005858,Swiggy,Karachi Bakery,RES0032,Double Ka Meetha,Desserts,276.26,24.35,26.55,18.2,345.36,34,4.4,1227,0,0.0,10.63,No,Medium,Dinner,Sunday,0,2026-07-05 21:05:29
FOOD005859,Swiggy,Wendy's,RES0015,Chicken Zinger Burger,Burger,187.37,0.0,15.85,9.37,212.59,32,4.0,10284,0,0.0,0.0,Yes,Medium,Dinner,Friday,0,2026-03-13 18:24:04
FOOD005860,Zomato,Irani Chai Adda,RES0041,Cold Coffee,Beverages,175.08,0.0,23.97,8.75,179.12,39,3.9,5408,1,28.68,0.0,Yes,Medium,Lunch,Sunday,0,2026-02-08 15:04:46
FOOD005861,Swiggy,Meenakshi Bhavan,RES0026,Masala Dosa,South Indian,103.37,37.17,17.33,11.86,169.73,32,4.3,162,0,0.0,0.0,No,Medium,Dinner,Tuesday,0,2026-05-26 21:49:56
FOOD005862,Zomato,Karachi Bakery,RES0032,Osmania Biscuit (250g),Desserts,269.92,29.41,17.72,18.79,335.84,33,4.4,1224,0,0.0,31.27,No,Medium,Lunch,Friday,0,2026-02-20 16:34:06
FOOD005863,Zomato,Chicago Pizza,RES0011,Chicken Supreme Pizza,Pizza,424.21,34.0,12.05,27.33,424.21,25,4.3,6153,1,87.62,0.0,No,Medium,Lunch,Thursday,0,2026-03-19 12:16:43
FOOD005864,Swiggy,Momo Point,RES0046,Paneer Momos,Momos,254.92,0.0,19.63,12.75,254.92,22,4.4,1301,1,57.47,0.0,Yes,Low,Breakfast,Wednesday,0,2026-05-13 07:01:26
FOOD005865,Zomato,Third Wave Coffee,RES0038,Fresh Lime Soda,Beverages,103.29,17.31,9.54,8.28,138.42,23,4.4,1906,0,0.0,0.0,No,Low,Breakfast,Friday,0,2026-03-06 08:28:17
FOOD005866,Zomato,Third Wave Coffee,RES0038,Fresh Lime Soda,Beverages,84.54,0.0,19.63,4.23,108.4,21,4.3,1882,0,0.0,0.0,Yes,Low,Breakfast,Tuesday,0,2026-02-03 09:36:34
FOOD005867,Zomato,Wendy's,RES0015,Paneer Tikka Burger,Burger,165.64,16.03,17.87,11.17,210.71,37,4.0,10269,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-06-03 21:41:45
FOOD005868,Swiggy,Karachi Bakery,RES0032,Double Ka Meetha,Desserts,126.99,0.0,22.76,6.35,156.1,17,4.5,1255,0,0.0,0.0,Yes,Low,Breakfast,Monday,0,2026-06-22 08:32:16
FOOD005869,Swiggy,Wrap Street,RES0044,Veg Frankie Roll,Rolls,126.68,28.3,20.05,11.43,155.82,37,3.9,5395,1,30.64,0.0,No,Medium,Lunch,Sunday,0,2026-03-22 16:31:02
FOOD005870,Swiggy,La Pino'z Pizza,RES0009,Margherita Pizza,Pizza,777.0,21.51,24.47,42.72,865.7,36,4.0,11886,0,0.0,0.0,No,Medium,Lunch,Saturday,0,2026-05-02 13:00:10
FOOD005871,Swiggy,Faasos,RES0016,Classic Veg Burger,Burger,113.92,35.05,19.68,12.0,180.65,47,4.1,7394,0,0.0,0.0,No,High,Dinner,Wednesday,1,2026-03-25 18:28:44
FOOD005872,Zomato,Karachi Bakery,RES0032,Kaju Katli (250g),Desserts,347.06,27.88,17.27,22.37,414.58,39,4.4,1246,0,0.0,0.0,No,Medium,Lunch,Saturday,0,2026-04-25 15:05:41
FOOD005873,Swiggy,Yo Momo,RES0047,Fried Chicken Momos,Momos,159.87,33.35,22.96,14.0,178.88,40,3.5,239,1,51.3,0.0,No,Medium,Dinner,Saturday,0,2026-07-04 19:12:26
FOOD005874,Swiggy,Dragon Wok,RES0020,Chilli Chicken,Chinese,493.1,29.98,22.02,30.05,575.15,28,4.2,7646,0,0.0,0.0,No,Medium,Dinner,Wednesday,0,2026-03-18 22:04:32
FOOD005875,Swiggy,Wendy's,RES0015,Paneer Tikka Burger,Burger,154.21,29.01,20.18,12.93,196.03,22,3.9,10266,1,20.3,0.0,No,Low,Breakfast,Saturday,0,2026-05-16 07:13:24
FOOD005876,Zomato,Cafe Bahar,RES0004,Mutton Biryani,Biryani,769.84,24.83,14.11,42.96,851.74,30,3.8,3692,0,0.0,27.77,No,Medium,Lunch,Tuesday,0,2026-07-07 13:29:49
FOOD005877,Swiggy,Domino's Pizza,RES0007,Farmhouse Pizza,Pizza,316.18,36.67,19.72,22.41,339.2,39,3.8,9822,1,55.78,0.0,No,Medium,Dinner,Saturday,0,2026-04-25 22:14:59
FOOD005878,Swiggy,Wow China,RES0018,Chicken Manchurian,Chinese,568.64,0.0,24.01,28.43,621.08,24,3.2,6248,0,0.0,0.0,Yes,Low,Breakfast,Wednesday,0,2026-06-10 07:49:52
FOOD005879,Zomato,Subway,RES0048,Cheese Sandwich,Sandwich,219.28,35.2,17.44,17.3,289.22,46,4.3,8139,0,0.0,0.0,No,High,Lunch,Sunday,0,2026-03-01 13:41:37
FOOD005880,Zomato,The Sandwich Co,RES0050,Cheese Sandwich,Sandwich,126.12,30.47,28.03,11.79,196.41,37,4.1,8025,0,0.0,33.76,No,Medium,Lunch,Saturday,0,2026-04-04 13:48:34
FOOD005881,Zomato,Absolute Barbecues,RES0028,Tandoori Roti (2 pc),North Indian,32.67,33.29,16.46,7.63,90.05,34,4.1,3332,0,0.0,0.0,No,Medium,Dinner,Saturday,0,2026-03-21 21:52:08
FOOD005882,Swiggy,Almond House,RES0034,Kaju Katli (250g),Desserts,346.32,0.0,21.66,17.32,385.3,28,4.9,10448,0,0.0,0.0,Yes,Low,Breakfast,Tuesday,0,2026-05-26 09:22:05
FOOD005883,Swiggy,Meenakshi Bhavan,RES0026,Idli Sambar,South Indian,99.29,0.0,23.32,4.96,127.57,20,4.3,148,0,0.0,0.0,Yes,Medium,Lunch,Friday,0,2026-03-27 14:49:47
FOOD005884,Zomato,Paradise Biryani,RES0001,Veg Biryani,Biryani,210.3,37.98,23.68,17.35,229.85,50,4.0,8268,1,59.46,0.0,No,High,Dinner,Friday,1,2026-05-01 20:47:07
FOOD005885,Swiggy,Subway,RES0048,Cheese Sandwich,Sandwich,152.8,0.0,24.21,7.64,184.65,29,4.3,8067,0,0.0,0.0,Yes,Medium,Dinner,Thursday,0,2026-05-14 21:10:26
FOOD005886,Zomato,Chutneys,RES0022,Uttapam,South Indian,96.77,31.49,26.75,10.51,165.52,33,4.3,3127,0,0.0,0.0,No,Medium,Lunch,Thursday,0,2026-02-05 12:04:46
FOOD005887,Swiggy,Rolls Kingdom,RES0043,Paneer Roll,Rolls,242.86,35.93,18.51,18.61,264.1,30,4.0,6816,1,51.81,0.0,No,Medium,Lunch,Thursday,0,2026-06-18 15:31:48
FOOD005888,Swiggy,Third Wave Coffee,RES0038,Cappuccino,Beverages,119.48,0.0,14.63,5.97,140.08,34,4.4,1908,0,0.0,0.0,Yes,Medium,Lunch,Thursday,0,2026-03-12 13:10:58
FOOD005889,Swiggy,Almond House,RES0034,Osmania Biscuit (250g),Desserts,112.5,22.9,14.27,9.75,159.42,40,4.7,10453,0,0.0,0.0,No,Medium,Lunch,Sunday,0,2026-06-21 12:05:07
FOOD005890,Zomato,Wrap Street,RES0044,Chicken Kathi Roll,Rolls,109.75,0.0,29.07,5.49,109.75,45,3.8,5329,1,42.52,0.0,Yes,High,Lunch,Tuesday,1,2026-04-14 13:17:55
FOOD005891,Zomato,Beijing Bites,RES0021,Chicken Manchurian,Chinese,301.24,33.4,17.8,21.07,328.24,40,3.6,4669,1,45.27,0.0,No,Medium,Lunch,Monday,0,2026-06-29 13:22:53
FOOD005892,Swiggy,Chicago Pizza,RES0011,Cheese Burst Pizza,Pizza,323.28,0.0,13.07,16.16,352.51,36,4.1,6165,0,0.0,0.0,Yes,Medium,Dinner,Thursday,0,2026-05-28 19:17:55
FOOD005893,Zomato,Shah Ghouse,RES0003,Veg Biryani,Biryani,151.69,26.38,18.09,12.33,208.49,28,3.9,823,0,0.0,0.0,No,Low,Breakfast,Friday,0,2026-06-19 07:20:47
FOOD005894,Swiggy,Starbucks,RES0040,Masala Chai,Beverages,28.23,33.69,19.31,7.48,88.71,36,4.7,11775,0,0.0,0.0,No,Medium,Lunch,Tuesday,0,2026-02-17 16:09:40
FOOD005895,Swiggy,Third Wave Coffee,RES0038,Fresh Lime Soda,Beverages,74.89,31.1,18.6,9.34,133.93,31,4.4,1969,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-04-23 21:00:25
FOOD005896,Swiggy,Absolute Barbecues,RES0028,Butter Chicken,North Indian,285.37,0.0,27.6,14.27,327.24,20,4.0,3363,0,0.0,0.0,Yes,Medium,Dinner,Friday,0,2026-07-10 17:56:04
FOOD005897,Zomato,Irani Chai Adda,RES0041,Masala Chai,Beverages,48.05,20.47,19.03,6.09,93.64,31,3.7,5422,0,0.0,34.06,No,Medium,Lunch,Sunday,0,2026-05-03 14:41:28
FOOD005898,Swiggy,Deli 9 Bistro,RES0030,Dal Makhani,North Indian,165.33,31.74,18.44,13.98,229.49,37,4.1,10167,0,0.0,0.0,No,Medium,Lunch,Monday,0,2026-06-01 12:18:59
FOOD005899,Swiggy,Alpha Hotel,RES0005,Mutton Biryani,Biryani,395.24,0.0,20.02,19.76,395.24,29,4.2,6029,1,126.39,0.0,Yes,Medium,Dinner,Thursday,0,2026-02-05 20:27:55
FOOD005900,Swiggy,Third Wave Coffee,RES0038,Masala Chai,Beverages,42.15,32.01,11.53,7.87,68.05,30,4.4,1959,1,25.51,0.0,No,Medium,Dinner,Sunday,0,2026-02-15 20:59:20
FOOD005901,Swiggy,Karachi Bakery,RES0032,Gulab Jamun (4 pc),Desserts,229.62,24.65,29.86,15.92,300.05,22,4.3,1269,0,0.0,0.0,No,Low,Breakfast,Friday,0,2026-06-19 09:30:43
FOOD005902,Swiggy,Irani Chai Adda,RES0041,Masala Chai,Beverages,26.24,34.67,23.28,7.55,91.74,30,3.8,5423,0,0.0,0.0,No,Medium,Lunch,Tuesday,0,2026-05-05 13:29:45
FOOD005903,Swiggy,Ohri's Jiva Imperia,RES0031,Veg Thali,North Indian,247.07,0.0,28.57,12.35,287.99,34,4.5,5771,0,0.0,0.0,Yes,Medium,Lunch,Thursday,0,2026-07-30 15:08:59
FOOD005904,Swiggy,Irani Chai Adda,RES0041,Fresh Lime Soda,Beverages,150.9,26.92,26.57,12.39,216.78,26,3.9,5391,0,0.0,0.0,No,Low,Breakfast,Tuesday,0,2026-03-24 09:45:36
FOOD005905,Swiggy,Irani Chai Adda,RES0041,Masala Chai,Beverages,25.6,19.87,21.92,4.86,72.25,39,3.8,5424,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-11 19:18:48
FOOD005906,Swiggy,The Sandwich Co,RES0050,Bombay Sandwich,Sandwich,113.11,37.6,14.23,12.42,177.36,36,4.1,8021,0,0.0,0.0,No,High,Dinner,Wednesday,1,2026-03-25 22:08:48
FOOD005907,Zomato,Deli 9 Bistro,RES0030,Tandoori Roti (2 pc),North Indian,36.22,14.69,19.49,4.46,74.86,12,4.0,10147,0,0.0,0.0,No,Low,Breakfast,Tuesday,0,2026-02-17 09:01:19
FOOD005908,Zomato,Rolls Kingdom,RES0043,Paneer Roll,Rolls,130.9,0.0,20.86,6.55,137.19,47,4.2,6797,1,21.12,0.0,Yes,Medium,Lunch,Tuesday,0,2026-02-24 14:17:22
FOOD005909,Swiggy,Cream Stone,RES0036,Osmania Biscuit (250g),Desserts,122.12,0.0,19.52,6.11,147.75,36,4.1,887,0,0.0,0.0,Yes,Medium,Dinner,Friday,0,2026-05-15 22:29:25
FOOD005910,Swiggy,Pizza Hut,RES0008,Farmhouse Pizza,Pizza,415.59,0.0,23.71,20.78,415.59,49,4.2,3697,1,91.8,0.0,Yes,High,Dinner,Sunday,0,2026-03-29 20:37:30
FOOD005911,Swiggy,Wendy's,RES0015,Double Patty Burger,Burger,283.23,23.47,18.39,18.39,343.48,31,3.9,10269,0,0.0,30.57,No,Medium,Dinner,Friday,0,2026-07-10 22:29:27
FOOD005912,Swiggy,Cafe Bahar,RES0004,Chicken Dum Biryani,Biryani,183.65,0.0,19.15,9.18,186.19,21,3.9,3718,1,25.79,0.0,Yes,Low,Breakfast,Friday,0,2026-04-24 08:51:47
FOOD005913,Swiggy,Meenakshi Bhavan,RES0026,Uttapam,South Indian,375.36,31.89,27.16,24.51,375.36,30,4.4,212,1,84.48,0.0,No,Medium,Dinner,Friday,0,2026-04-24 19:28:17
FOOD005914,Zomato,Starbucks,RES0040,Masala Chai,Beverages,51.0,0.0,19.15,2.55,52.54,41,4.6,11784,1,20.16,0.0,Yes,Medium,Lunch,Thursday,0,2026-05-28 13:30:04
FOOD005915,Zomato,Irani Chai Adda,RES0041,Iced Tea,Beverages,99.9,25.31,11.13,9.55,145.89,22,3.9,5435,0,0.0,0.0,No,Medium,Dinner,Thursday,0,2026-04-09 21:26:39
FOOD005916,Swiggy,McDonald's,RES0013,Double Patty Burger,Burger,224.69,0.0,25.05,11.23,224.69,37,3.4,4221,1,68.89,0.0,Yes,Medium,Dinner,Monday,0,2026-07-20 19:11:02
FOOD005917,Swiggy,Chai Point,RES0039,Masala Chai,Beverages,52.55,26.23,19.96,7.35,106.09,34,4.1,6950,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-05-11 19:50:32
FOOD005918,Zomato,Ohri's Jiva Imperia,RES0031,Butter Chicken,North Indian,1120.62,30.58,21.12,61.54,1233.86,36,4.4,5787,0,0.0,0.0,No,Medium,Dinner,Monday,0,2026-04-13 20:15:17
FOOD005919,Zomato,Rayalaseema Ruchulu,RES0025,Pesarattu,South Indian,115.6,0.0,24.8,5.78,146.18,34,3.8,5944,0,0.0,0.0,Yes,Medium,Dinner,Friday,0,2026-06-19 19:54:25
