ride_id,platform,pickup_location,destination,distance_km,estimated_duration_min,vehicle_type,fare_price,base_fare,surge_multiplier,estimated_arrival_min,driver_rating,available_coupon,coupon_discount,cashback,demand_level,weather_condition,traffic_level,day_of_week,hour_of_day,festival_indicator,timestamp
RIDE004035,Uber,Panjagutta,Kapra,16.24,29,Mini,272.61,47.26,1.05,3,5.0,1,76.46,0.0,Low,Sunny,Low,Wednesday,14,0,2026-02-25 14:39:23
RIDE004036,Ola,Bowenpally,Manikonda,18.36,33,Auto,321.74,31.33,1.15,4,4.4,0,0.0,0.0,Low,Sunny,Low,Sunday,7,0,2026-02-22 07:06:25
RIDE004037,Rapido,ECIL,Alwal,10.64,49,Auto,327.18,24.52,1.71,15,4.5,1,52.39,0.0,High,Cloudy,High,Thursday,20,0,2026-06-04 20:31:06
RIDE004038,Rapido,Jubilee Hills,BHEL Township,18.53,52,Auto,347.24,25.13,1.2,5,4.3,0,0.0,0.0,Medium,Sunny,Medium,Friday,18,0,2026-03-06 18:46:36
RIDE004039,Rapido,Tolichowki,Kukatpally,13.45,61,Bike,170.84,12.7,1.57,8,4.7,0,0.0,0.0,High,Sunny,High,Wednesday,17,0,2026-07-08 17:19:24
RIDE004040,Rapido,Gachibowli,Yousufguda,12.01,25,Auto,175.36,24.86,1.0,1,4.4,0,0.0,0.0,Low,Sunny,Low,Sunday,2,0,2026-06-07 02:40:50
RIDE004041,Ola,Financial District,Nampally,17.03,47,Sedan,386.27,72.2,1.05,2,5.0,0,0.0,0.0,Low,Sunny,Medium,Friday,7,0,2026-07-31 07:09:05
RIDE004042,Uber,Dilsukhnagar,Abids,7.75,15,Mini,156.81,58.02,1.0,1,4.8,0,0.0,0.0,Low,Sunny,Low,Wednesday,16,0,2026-06-03 16:31:29
RIDE004043,Ola,Kapra,Nanakramguda,30.9,142,Mini,979.38,43.22,1.87,8,4.6,1,119.2,0.0,High,Rain,High,Monday,21,0,2026-06-29 21:52:45
RIDE004044,Uber,Kukatpally,Manikonda,13.12,61,Sedan,450.53,71.28,1.23,3,4.5,0,0.0,0.0,Medium,Sunny,High,Wednesday,18,0,2026-02-25 18:03:00
RIDE004045,Uber,Shamshabad Airport,Manikonda,26.64,73,Bike,299.27,15.09,1.36,4,4.7,1,23.84,0.0,Medium,Sunny,Medium,Wednesday,9,0,2026-05-06 09:35:33
RIDE004046,Ola,Koti,KPHB Colony,22.77,43,Bike,183.59,15.75,1.11,2,4.9,0,0.0,0.0,Low,Cloudy,Low,Wednesday,23,0,2026-05-27 23:51:09
RIDE004047,Uber,Attapur,Himayatnagar,9.36,24,Sedan,322.42,70.44,1.37,6,4.0,0,0.0,0.0,Medium,Sunny,Medium,Tuesday,2,0,2026-05-19 02:45:43
RIDE004048,Uber,Miyapur,Banjara Hills,15.28,40,Mini,300.61,56.91,1.21,9,4.6,0,0.0,0.0,Medium,Sunny,Medium,Friday,10,0,2026-05-22 10:33:12
RIDE004049,Uber,Nampally,Punjagutta,6.15,15,Mini,137.22,50.05,1.03,1,4.2,0,0.0,0.0,Low,Sunny,Low,Saturday,12,0,2026-03-21 12:12:37
RIDE004050,Ola,Toli Chowki,Nagole,21.12,43,Sedan,819.01,76.94,2.1,13,4.7,0,0.0,0.0,High,Cloudy,Low,Friday,19,1,2026-06-05 19:40:40
RIDE004051,Uber,Alwal,Shamirpet,14.52,28,Bike,117.36,19.9,1.0,7,4.4,0,0.0,0.0,Low,Cloudy,Low,Thursday,16,0,2026-02-19 16:15:31
RIDE004052,Uber,Punjagutta,Uppal,15.77,41,Sedan,514.11,81.57,1.3,5,4.1,0,0.0,0.0,Medium,Sunny,Medium,Friday,18,0,2026-07-10 18:25:23
RIDE004053,Rapido,Vanasthalipuram,Himayatnagar,15.35,67,Auto,390.4,22.54,1.62,7,4.1,0,0.0,43.05,High,Sunny,High,Wednesday,9,0,2026-05-20 09:45:48
RIDE004054,Uber,Chandanagar,Ameerpet,20.85,58,Bike,241.85,18.15,1.3,9,4.5,1,59.51,0.0,Medium,Sunny,Medium,Sunday,21,0,2026-03-15 21:57:55
RIDE004055,Uber,Tolichowki,Chandanagar,17.63,46,Bike,217.54,18.2,1.68,10,4.3,0,0.0,0.0,High,Sunny,Medium,Saturday,10,0,2026-06-20 10:34:57
RIDE004056,Rapido,Gachibowli,Secunderabad,20.1,95,Bike,217.75,14.71,1.67,10,4.1,0,0.0,0.0,High,Cloudy,High,Tuesday,20,0,2026-05-05 20:52:27
RIDE004057,Rapido,Ameerpet,LB Nagar,20.35,41,Auto,309.88,20.31,1.0,4,4.4,0,0.0,0.0,Low,Sunny,Low,Monday,15,0,2026-07-20 15:06:21
RIDE004058,Ola,Kondapur,Rajendranagar,23.9,45,Bike,206.33,19.23,1.3,9,4.7,1,64.39,0.0,Medium,Sunny,Low,Saturday,8,0,2026-06-20 08:09:12
RIDE004059,Ola,Malakpet,Toli Chowki,13.36,29,Bike,161.44,15.61,1.74,5,4.5,0,0.0,0.0,Medium,Sunny,Low,Friday,16,1,2026-06-05 16:47:23
RIDE004060,Uber,Balanagar,BHEL Township,18.5,51,Bike,298.01,18.57,2.08,8,4.4,0,0.0,0.0,High,Sunny,Medium,Wednesday,20,1,2026-03-04 20:02:27
RIDE004061,Ola,Uppal,Dilsukhnagar,8.02,14,Sedan,273.52,76.39,1.35,9,5.0,1,42.38,45.18,Medium,Cloudy,Low,Wednesday,20,0,2026-04-01 20:38:14
RIDE004062,Rapido,Madhapur,Nampally,14.27,27,Auto,199.21,25.48,1.0,7,4.7,0,0.0,0.0,Low,Sunny,Low,Thursday,12,0,2026-05-21 12:21:44
RIDE004063,Ola,Madinaguda,Sainikpuri,28.09,81,Bike,429.83,16.19,2.01,9,5.0,0,0.0,0.0,High,Sunny,Medium,Wednesday,20,1,2026-03-25 20:02:52
RIDE004064,Ola,BHEL Township,KPHB Colony,9.69,27,Mini,174.24,48.4,1.11,3,4.5,1,55.44,0.0,Low,Cloudy,Medium,Thursday,15,0,2026-04-09 15:32:27
RIDE004065,Uber,Miyapur,Gandipet,18.14,53,Auto,520.59,29.16,1.73,8,4.1,1,27.6,0.0,Medium,Sunny,Medium,Friday,12,1,2026-05-01 12:48:21
RIDE004066,Uber,Gandipet,Punjagutta,19.88,87,Sedan,801.2,76.86,1.63,10,4.7,0,0.0,0.0,High,Cloudy,High,Monday,20,0,2026-02-16 20:28:15
RIDE004067,Uber,Nanakramguda,Secunderabad,25.27,67,Bike,210.34,16.12,1.0,1,4.4,0,0.0,0.0,Low,Sunny,Medium,Tuesday,2,0,2026-05-05 02:32:43
RIDE004068,Uber,Financial District,Vanasthalipuram,37.15,171,Mini,762.35,46.94,1.26,5,4.4,0,0.0,35.85,Medium,Cloudy,High,Friday,20,0,2026-06-26 20:50:43
RIDE004069,Ola,Kukatpally,Shamirpet,25.38,46,Mini,428.83,45.41,1.21,5,4.4,0,0.0,0.0,Medium,Sunny,Low,Sunday,20,0,2026-05-03 20:36:09
RIDE004070,Uber,Sainikpuri,Malakpet,20.11,36,Auto,305.7,27.28,1.0,1,5.0,1,14.83,0.0,Low,Cloudy,Low,Tuesday,23,0,2026-06-02 23:46:30
RIDE004071,Rapido,Panjagutta,Tolichowki,7.56,12,Auto,119.06,23.57,1.02,3,4.8,1,37.78,0.0,Low,Sunny,Low,Wednesday,14,0,2026-04-22 14:49:05
RIDE004072,Uber,Vanasthalipuram,Kompally,31.91,90,Mini,552.39,49.9,1.09,3,4.3,0,0.0,0.0,Low,Sunny,Medium,Tuesday,15,0,2026-02-17 15:27:06
RIDE004073,Ola,Hitech City,Nagole,27.31,126,Bike,271.08,18.37,1.29,1,4.6,0,0.0,0.0,Medium,Cloudy,High,Thursday,14,0,2026-04-09 14:12:20
RIDE004074,Uber,Attapur,Hitech City,11.66,22,Sedan,401.51,65.67,1.38,6,4.1,0,0.0,0.0,Medium,Sunny,Low,Friday,21,0,2026-05-15 21:30:49
RIDE004075,Ola,LB Nagar,Somajiguda,18.21,30,Auto,447.8,33.82,1.55,6,4.9,0,0.0,0.0,Medium,Rain,Low,Thursday,11,0,2026-05-07 11:09:11
RIDE004076,Uber,KPHB Colony,BHEL Township,10.15,20,Bike,85.71,18.09,1.0,4,4.2,0,0.0,0.0,Low,Sunny,Low,Monday,2,0,2026-06-15 02:55:58
RIDE004077,Rapido,Nagole,Toli Chowki,20.15,39,Bike,117.03,17.93,1.0,5,4.7,1,33.75,0.0,Low,Cloudy,Low,Tuesday,11,0,2026-07-28 11:54:24
RIDE004078,Rapido,Begumpet,Kondapur,16.84,77,Bike,208.07,16.34,1.59,8,5.0,0,0.0,0.0,High,Cloudy,High,Monday,20,0,2026-04-20 20:18:54
RIDE004079,Rapido,Madhapur,Toli Chowki,8.74,18,Bike,76.9,14.84,1.2,8,4.7,0,0.0,0.0,Medium,Sunny,Low,Saturday,19,0,2026-03-14 19:25:28
RIDE004080,Uber,Shamshabad Airport,Himayatnagar,28.44,52,Auto,527.19,26.46,1.21,4,4.3,1,119.46,0.0,Medium,Sunny,Low,Sunday,21,0,2026-05-24 21:34:24
RIDE004081,Uber,Dilsukhnagar,Nampally,8.43,25,Bike,165.63,21.55,2.03,9,4.1,0,0.0,0.0,High,Rain,Medium,Tuesday,19,0,2026-03-24 19:13:04
RIDE004082,Uber,Uppal,Banjara Hills,18.1,36,Bike,181.65,17.93,1.32,5,4.7,0,0.0,0.0,Medium,Sunny,Low,Saturday,8,0,2026-03-28 08:16:37
RIDE004083,Ola,Panjagutta,Banjara Hills,2.58,11,Mini,123.3,47.33,1.39,5,4.5,1,36.66,0.0,Medium,Sunny,High,Monday,17,0,2026-03-30 17:01:57
RIDE004084,Ola,Nagole,Chandanagar,37.61,102,Auto,752.22,32.97,1.26,8,5.0,1,30.96,0.0,Medium,Cloudy,Medium,Tuesday,10,0,2026-05-05 10:12:48
RIDE004085,Ola,Somajiguda,Vanasthalipuram,17.76,49,Bike,157.13,18.26,1.24,5,4.5,0,0.0,0.0,Medium,Sunny,Medium,Saturday,12,0,2026-03-14 12:17:24
RIDE004086,Ola,Dilsukhnagar,Nagole,4.98,7,Sedan,146.31,72.93,1.01,4,4.5,1,20.94,0.0,Low,Cloudy,Low,Monday,2,0,2026-04-20 02:49:56
RIDE004087,Rapido,Miyapur,Gandipet,20.38,96,Auto,477.89,24.12,1.4,4,4.1,1,71.52,0.0,Medium,Sunny,High,Thursday,4,0,2026-04-16 04:28:57
RIDE004088,Ola,Banjara Hills,Sainikpuri,21.31,41,Mini,282.24,49.02,1.01,5,4.6,0,0.0,0.0,Low,Cloudy,Low,Saturday,15,0,2026-02-14 15:04:44
RIDE004089,Ola,Mehdipatnam,Madinaguda,20.49,54,Sedan,440.25,73.56,1.1,3,4.6,0,0.0,0.0,Low,Sunny,Medium,Saturday,13,0,2026-07-11 13:16:16
RIDE004090,Ola,Jubilee Hills,Financial District,10.29,22,Auto,241.29,27.91,1.38,4,4.3,0,0.0,0.0,Medium,Sunny,Low,Monday,17,0,2026-04-06 17:56:26
RIDE004091,Rapido,Secunderabad,LB Nagar,16.25,29,Auto,237.45,22.07,1.07,1,4.4,0,0.0,0.0,Low,Sunny,Low,Wednesday,23,0,2026-04-01 23:15:08
RIDE004092,Uber,LB Nagar,Uppal,8.13,19,Auto,154.86,26.02,1.1,4,4.4,1,37.89,0.0,Low,Sunny,Medium,Sunday,11,0,2026-04-19 11:48:29
RIDE004093,Uber,KPHB Colony,Nagole,28.82,56,Bike,203.17,18.31,1.12,3,4.5,0,0.0,0.0,Low,Sunny,Low,Saturday,13,0,2026-05-23 13:34:34
RIDE004094,Uber,Kapra,Madinaguda,30.25,82,Bike,290.57,17.99,1.26,5,4.2,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,17,0,2026-07-01 17:08:44
RIDE004095,Ola,Moosapet,Vanasthalipuram,28.09,75,Auto,599.49,25.66,1.35,6,4.9,0,0.0,55.68,Medium,Sunny,Medium,Saturday,21,0,2026-05-16 21:35:43
RIDE004096,Rapido,Miyapur,LB Nagar,32.03,86,Auto,463.36,29.65,1.04,5,4.7,1,69.81,0.0,Low,Sunny,Medium,Sunday,16,0,2026-02-15 16:59:03
RIDE004097,Rapido,Shamirpet,Miyapur,31.08,56,Auto,485.59,23.86,1.05,6,4.5,0,0.0,0.0,Low,Cloudy,Low,Wednesday,7,0,2026-05-27 07:32:27
RIDE004098,Ola,Nagole,Kondapur,29.96,56,Bike,264.07,17.76,1.21,8,4.7,1,59.92,0.0,Medium,Cloudy,Low,Sunday,19,0,2026-07-19 19:07:30
RIDE004099,Ola,Shamirpet,Panjagutta,31.82,59,Sedan,1146.06,68.41,1.87,6,4.8,0,0.0,0.0,High,Rain,Low,Sunday,19,0,2026-04-19 19:50:54
RIDE004100,Ola,Koti,Attapur,9.52,20,Sedan,269.9,62.89,1.15,6,4.1,0,0.0,14.74,Low,Sunny,Low,Monday,14,0,2026-04-06 14:39:18
RIDE004101,Rapido,Gandipet,Attapur,18.12,83,Bike,191.8,14.06,1.26,9,4.8,1,18.97,0.0,Medium,Cloudy,High,Thursday,19,0,2026-06-25 19:34:01
RIDE004102,Uber,Chandanagar,ECIL,31.51,145,Mini,969.32,56.85,1.86,8,4.7,0,0.0,0.0,High,Rain,High,Monday,10,0,2026-04-27 10:28:59
RIDE004103,Rapido,Kapra,Banjara Hills,21.1,59,Auto,506.62,27.93,1.66,7,4.4,1,76.72,0.0,Medium,Rain,Medium,Tuesday,7,0,2026-02-10 07:41:29
RIDE004104,Uber,Alwal,Shamshabad Airport,45.09,122,Sedan,1189.16,88.76,1.25,11,4.7,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,17,0,2026-05-20 17:20:06
RIDE004105,Rapido,Rajendranagar,Abids,12.92,64,Auto,295.07,23.25,1.34,5,4.8,0,0.0,35.91,Medium,Sunny,High,Tuesday,18,0,2026-06-09 18:31:35
RIDE004106,Ola,Koti,Shamirpet,33.28,62,Mini,459.99,41.15,1.13,1,4.8,0,0.0,0.0,Low,Cloudy,Low,Saturday,6,0,2026-07-04 06:43:54
RIDE004107,Uber,Sainikpuri,Yousufguda,19.03,89,Auto,600.25,31.24,1.74,12,4.6,0,0.0,0.0,High,Cloudy,High,Saturday,20,0,2026-03-21 20:30:48
RIDE004108,Ola,Charminar,Yousufguda,13.97,25,Auto,249.77,32.52,1.13,1,4.5,1,65.47,0.0,Low,Sunny,Low,Saturday,7,0,2026-07-25 07:03:32
RIDE004109,Uber,ECIL,Miyapur,31.8,59,Mini,626.47,58.38,1.29,7,4.7,1,74.49,0.0,Medium,Sunny,Low,Monday,10,0,2026-06-22 10:15:48
RIDE004110,Ola,Kompally,Begumpet,15.28,71,Mini,448.01,48.7,1.66,9,4.2,0,0.0,51.28,High,Sunny,High,Sunday,17,0,2026-04-05 17:10:11
RIDE004111,Ola,Madhapur,Bowenpally,12.21,23,Bike,115.25,17.13,1.29,4,4.7,0,0.0,0.0,Medium,Cloudy,Low,Saturday,21,0,2026-02-14 21:51:24
RIDE004112,Uber,LB Nagar,Nampally,15.87,43,Mini,325.34,53.7,1.14,2,4.6,1,26.35,0.0,Low,Sunny,Medium,Friday,13,0,2026-02-13 13:20:00
RIDE004113,Ola,Mehdipatnam,Shamshabad Airport,25.19,70,Bike,230.08,17.52,1.28,4,4.8,1,42.25,0.0,Medium,Sunny,Medium,Sunday,21,0,2026-03-29 21:20:40
RIDE004114,Ola,Somajiguda,Shamirpet,30.62,141,Sedan,895.57,72.64,1.26,4,4.5,0,0.0,0.0,Medium,Sunny,High,Tuesday,21,0,2026-03-10 21:34:34
RIDE004115,Rapido,Kompally,Yousufguda,22.22,40,Auto,638.85,29.61,1.93,10,4.7,0,0.0,0.0,High,Rain,Low,Sunday,18,0,2026-02-08 18:47:08
RIDE004116,Ola,Tolichowki,Hitech City,8.19,39,Bike,156.7,17.53,2.04,10,4.8,0,0.0,28.09,High,Rain,High,Wednesday,18,0,2026-06-03 18:35:58
RIDE004117,Uber,LB Nagar,Uppal,8.55,15,Sedan,378.67,67.12,1.89,12,4.8,0,0.0,45.56,High,Rain,Low,Saturday,18,0,2026-06-20 18:10:42
RIDE004118,Uber,Chandanagar,Hitech City,10.78,22,Auto,248.75,27.74,1.31,8,4.8,1,45.84,0.0,Medium,Cloudy,Low,Saturday,9,0,2026-02-07 09:35:33
RIDE004119,Ola,Madhapur,Nampally,14.67,42,Auto,261.86,30.35,1.05,2,5.0,0,0.0,0.0,Low,Cloudy,Medium,Thursday,23,0,2026-07-09 23:08:54
RIDE004120,Ola,Kondapur,Yousufguda,11.2,22,Mini,235.3,47.95,1.31,2,4.6,0,0.0,0.0,Medium,Sunny,Low,Sunday,19,0,2026-07-12 19:01:10
RIDE004121,Ola,BHEL Township,ECIL,35.54,164,Mini,1011.89,50.3,1.59,8,4.2,1,12.03,0.0,High,Cloudy,High,Monday,8,0,2026-07-13 08:21:34
RIDE004122,Uber,KPHB Colony,Jubilee Hills,9.91,48,Bike,182.68,19.15,1.87,9,3.6,0,0.0,0.0,High,Rain,High,Sunday,10,0,2026-02-08 10:50:28
RIDE004123,Ola,Yousufguda,Hitech City,6.58,10,Bike,61.99,15.07,1.13,4,4.4,0,0.0,43.75,Low,Sunny,Low,Tuesday,3,0,2026-06-02 03:53:42
RIDE004124,Uber,Kapra,Tolichowki,24.05,47,Mini,362.3,48.42,1.1,6,4.5,0,0.0,35.24,Low,Sunny,Low,Thursday,12,0,2026-07-23 12:35:26
RIDE004125,Ola,Tolichowki,Shamirpet,35.16,98,Auto,577.44,27.59,1.07,2,5.0,0,0.0,0.0,Low,Cloudy,Medium,Friday,13,0,2026-02-13 13:09:50
RIDE004126,Uber,Begumpet,Financial District,18.59,84,Bike,298.53,21.99,1.6,7,4.4,0,0.0,0.0,High,Sunny,High,Wednesday,17,0,2026-07-15 17:16:50
RIDE004127,Uber,Nampally,Nanakramguda,20.37,53,Sedan,494.22,73.16,1.08,5,5.0,0,0.0,28.71,Low,Sunny,Medium,Thursday,15,0,2026-07-30 15:44:18
RIDE004128,Uber,Balanagar,LB Nagar,27.04,74,Mini,797.63,56.99,1.89,10,5.0,0,0.0,0.0,High,Rain,Medium,Sunday,17,0,2026-05-10 17:23:44
RIDE004129,Rapido,Gachibowli,Dilsukhnagar,29.93,56,Bike,234.9,13.96,1.33,5,4.2,0,0.0,0.0,Medium,Sunny,Low,Saturday,18,0,2026-05-23 18:06:59
RIDE004130,Ola,Sainikpuri,Gachibowli,32.68,91,Mini,561.21,46.57,1.22,8,4.8,1,55.25,0.0,Medium,Cloudy,Medium,Thursday,10,0,2026-06-04 10:27:28
RIDE004131,Ola,Secunderabad,Shamshabad Airport,35.76,162,Sedan,1394.9,65.01,1.74,14,4.6,0,0.0,30.4,High,Cloudy,High,Thursday,17,0,2026-06-25 17:49:59
RIDE004132,Rapido,Madinaguda,Alwal,24.46,69,Bike,219.02,17.46,1.38,6,4.3,0,0.0,28.48,Medium,Sunny,Medium,Friday,0,0,2026-05-15 00:26:02
RIDE004133,Ola,LB Nagar,Shamirpet,40.99,192,Sedan,1159.93,60.89,1.28,8,4.7,0,0.0,46.17,Medium,Sunny,High,Thursday,17,0,2026-06-11 17:21:09
RIDE004134,Rapido,Banjara Hills,Abids,7.63,23,Bike,76.24,14.65,1.26,3,4.6,0,0.0,0.0,Medium,Sunny,Medium,Tuesday,18,0,2026-07-07 18:47:18
RIDE004135,Rapido,Secunderabad,Kompally,15.47,40,Auto,465.14,24.87,1.97,11,4.7,0,0.0,0.0,High,Rain,Medium,Friday,18,0,2026-03-06 18:11:17
RIDE004136,Uber,Miyapur,Chandanagar,4.9,25,Mini,185.55,55.36,1.27,5,4.8,1,50.75,0.0,Medium,Sunny,High,Monday,19,0,2026-06-15 19:57:56
RIDE004137,Ola,Ameerpet,Panjagutta,1.71,3,Bike,34.97,17.91,1.31,4,4.5,0,0.0,0.0,Medium,Sunny,Low,Saturday,18,0,2026-07-04 18:18:44
RIDE004138,Uber,Nampally,Miyapur,19.54,37,Bike,172.83,21.61,1.29,10,4.5,0,0.0,0.0,Medium,Sunny,Low,Thursday,8,0,2026-05-14 08:09:44
RIDE004139,Uber,Bowenpally,Moosapet,8.17,22,Auto,196.49,32.15,1.22,7,4.3,1,64.58,0.0,Medium,Sunny,Medium,Monday,21,0,2026-03-30 21:51:53
RIDE004140,Uber,Miyapur,Madhapur,7.82,13,Mini,147.63,52.88,1.0,3,4.2,0,0.0,0.0,Low,Sunny,Low,Saturday,16,0,2026-06-27 16:39:21
RIDE004141,Ola,BHEL Township,Shankarpally,29.95,141,Auto,880.82,28.59,1.64,13,4.5,0,0.0,0.0,High,Sunny,High,Thursday,10,0,2026-07-02 10:58:56
RIDE004142,Rapido,Madhapur,Kompally,21.03,41,Auto,480.39,28.89,1.67,6,4.4,0,0.0,0.0,Medium,Rain,Low,Friday,4,0,2026-07-31 04:20:02
RIDE004143,Uber,Yousufguda,Uppal,19.85,39,Auto,417.06,32.77,1.31,5,4.7,0,0.0,12.77,Medium,Sunny,Low,Saturday,8,0,2026-04-11 08:13:40
RIDE004144,Rapido,Sainikpuri,Shamirpet,17.18,49,Auto,354.84,29.44,1.34,4,4.5,0,0.0,0.0,Medium,Sunny,Medium,Sunday,17,0,2026-04-26 17:35:36
RIDE004145,Ola,Mehdipatnam,Madhapur,10.97,31,Bike,140.39,17.46,1.71,6,4.6,0,0.0,0.0,High,Sunny,Medium,Wednesday,10,0,2026-06-24 10:26:20
RIDE004146,Uber,Bowenpally,Sainikpuri,10.08,44,Bike,126.44,15.41,1.28,5,4.2,0,0.0,0.0,Medium,Sunny,High,Sunday,19,0,2026-02-22 19:07:05
RIDE004147,Ola,Kondapur,Begumpet,14.77,69,Sedan,418.42,61.82,1.21,8,4.3,0,0.0,0.0,Medium,Sunny,High,Tuesday,10,0,2026-03-10 10:33:09
RIDE004148,Ola,KPHB Colony,Toli Chowki,15.26,70,Mini,256.83,44.2,1.0,5,4.7,1,61.75,0.0,Low,Sunny,High,Friday,12,0,2026-07-24 12:30:58
RIDE004149,Ola,Moosapet,Nanakramguda,14.63,28,Mini,236.76,51.69,1.1,1,4.8,0,0.0,0.0,Low,Sunny,Low,Tuesday,15,0,2026-06-02 15:30:03
RIDE004150,Rapido,ECIL,Gachibowli,30.42,55,Auto,425.2,22.18,1.0,2,4.4,0,0.0,0.0,Low,Sunny,Low,Friday,7,0,2026-04-03 07:13:39
RIDE004151,Uber,Sainikpuri,Mehdipatnam,23.37,108,Auto,724.18,29.07,1.69,10,5.0,0,0.0,0.0,High,Sunny,High,Monday,20,0,2026-06-15 20:57:55
RIDE004152,Ola,Nampally,Gachibowli,16.97,32,Bike,128.93,17.63,1.07,1,4.9,0,0.0,0.0,Low,Sunny,Low,Friday,12,0,2026-07-10 12:31:33
RIDE004153,Ola,Shankarpally,Shamirpet,63.55,171,Mini,882.38,44.35,1.06,2,4.8,1,62.49,0.0,Low,Sunny,Medium,Wednesday,23,0,2026-06-03 23:54:31
RIDE004154,Uber,Charminar,KPHB Colony,25.44,44,Bike,243.91,16.23,1.29,8,4.7,0,0.0,0.0,Medium,Cloudy,Low,Monday,10,0,2026-04-06 10:54:28
RIDE004155,Ola,Kondapur,Uppal,29.07,54,Sedan,1020.83,67.13,1.95,13,5.0,1,20.9,0.0,High,Rain,Low,Wednesday,8,0,2026-04-01 08:25:45
RIDE004156,Uber,Miyapur,Koti,25.02,45,Bike,179.64,20.71,1.0,1,4.3,0,0.0,12.01,Low,Sunny,Low,Sunday,5,0,2026-06-07 05:17:58
RIDE004157,Ola,Sainikpuri,Panjagutta,15.7,74,Bike,177.35,18.07,1.25,4,4.6,0,0.0,0.0,Medium,Cloudy,High,Tuesday,21,0,2026-05-19 21:52:53
RIDE004158,Uber,Ameerpet,Shamirpet,27.73,51,Auto,437.98,26.18,1.0,9,4.7,0,0.0,0.0,Low,Cloudy,Low,Thursday,2,0,2026-03-19 02:19:39
RIDE004159,Rapido,Charminar,Begumpet,11.86,31,Bike,95.31,16.0,1.21,6,4.7,0,0.0,0.0,Medium,Sunny,Medium,Saturday,21,0,2026-02-28 21:55:13
RIDE004160,Rapido,Nanakramguda,Rajendranagar,17.78,47,Auto,350.18,24.93,1.32,7,4.3,0,0.0,35.48,Medium,Sunny,Medium,Friday,17,0,2026-02-27 17:52:21
RIDE004161,Uber,Jubilee Hills,Nagole,25.36,48,Bike,209.52,20.5,1.14,2,4.8,0,0.0,0.0,Low,Sunny,Low,Sunday,7,0,2026-05-24 07:40:59
RIDE004162,Uber,Koti,Toli Chowki,9.18,26,Mini,218.78,45.12,1.26,1,4.5,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,17,0,2026-04-29 17:48:57
RIDE004163,Ola,Moosapet,Chandanagar,14.55,28,Mini,215.37,48.25,1.09,7,4.7,1,54.42,0.0,Low,Sunny,Low,Monday,2,0,2026-02-02 02:42:19
RIDE004164,Uber,Mehdipatnam,Madhapur,11.43,30,Auto,409.1,31.19,1.93,17,4.4,0,0.0,0.0,High,Rain,Medium,Tuesday,18,0,2026-02-24 18:53:20
RIDE004165,Ola,Tolichowki,Yousufguda,5.17,11,Mini,140.39,54.46,1.22,5,4.5,1,42.63,0.0,Medium,Sunny,Medium,Sunday,10,0,2026-03-29 10:20:47
RIDE004166,Ola,Dilsukhnagar,Secunderabad,13.31,38,Sedan,420.72,61.66,1.39,6,4.2,0,0.0,0.0,Medium,Cloudy,Medium,Tuesday,20,0,2026-06-30 20:49:23
RIDE004167,Uber,Madinaguda,Mehdipatnam,18.64,89,Mini,464.64,48.54,1.3,2,4.3,0,0.0,0.0,Medium,Cloudy,High,Friday,10,0,2026-02-06 10:21:28
RIDE004168,Ola,Ameerpet,Shamirpet,30.2,84,Bike,246.19,18.06,1.07,1,4.6,0,0.0,0.0,Low,Sunny,Medium,Sunday,16,0,2026-03-08 16:41:53
RIDE004169,Uber,Madinaguda,Alwal,23.8,112,Mini,775.01,55.5,1.7,12,4.7,1,33.34,0.0,High,Cloudy,High,Tuesday,19,0,2026-07-21 19:59:01
RIDE004170,Rapido,Banjara Hills,BHEL Township,23.22,43,Auto,410.78,22.41,1.3,6,4.3,0,0.0,0.0,Medium,Sunny,Low,Saturday,18,0,2026-05-30 18:25:09
RIDE004171,Ola,Kapra,Tolichowki,25.87,121,Bike,292.9,15.3,1.39,5,4.4,0,0.0,0.0,Medium,Sunny,High,Monday,18,0,2026-05-11 18:27:25
RIDE004172,Ola,Bowenpally,Gandipet,28.48,52,Bike,188.53,15.44,1.0,1,5.0,1,13.25,0.0,Low,Sunny,Low,Tuesday,7,0,2026-02-24 07:07:01
RIDE004173,Uber,Toli Chowki,Alwal,22.18,101,Auto,652.17,31.6,1.64,11,4.5,0,0.0,23.79,High,Sunny,High,Sunday,19,0,2026-03-08 19:35:50
RIDE004174,Uber,Nanakramguda,Tolichowki,10.21,48,Mini,376.6,48.69,1.68,11,4.8,0,0.0,0.0,High,Cloudy,High,Monday,9,0,2026-02-23 09:30:56
RIDE004175,Ola,Miyapur,Nampally,22.79,44,Auto,338.9,27.62,1.0,3,4.7,0,0.0,0.0,Low,Sunny,Low,Sunday,15,0,2026-06-14 15:45:39
RIDE004176,Uber,Vanasthalipuram,Sainikpuri,23.94,114,Bike,344.93,20.83,1.67,8,4.6,0,0.0,29.04,High,Sunny,High,Tuesday,18,0,2026-07-21 18:58:50
RIDE004177,Ola,Banjara Hills,Panjagutta,2.77,5,Sedan,143.81,67.11,1.31,6,4.1,0,0.0,0.0,Medium,Sunny,Low,Wednesday,21,0,2026-04-08 21:02:12
RIDE004178,Uber,Kondapur,Tolichowki,11.82,34,Mini,258.49,46.39,1.31,7,4.4,0,0.0,0.0,Medium,Sunny,Medium,Wednesday,9,0,2026-06-24 09:21:06
